Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
H7_P1_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H7_P1_MMD9_L001	CD8_G	P17	R
H7_P5_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H7_P5_MMD9_L001	CD8_G	P17	R
H8_P2_MMD9_L001	5	Lymphocytes	Post_P17	Post_P17	H8_P2_MMD9_L001	CD8_G	P17	R
A10_P3_M45_L001	10	memory_T	Post_P18	Post_P18	A10_P3_M45_L001	CD8_G	P18	NR
A10_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	A10_P5_M45_L001	CD8_G	P18	NR
A12_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	A12_P4_M45_L001	CD8_G	P18	NR
A3_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	A3_P3_M45_L001	CD8_G	P18	NR
A6_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	A6_P3_M45_L001	CD8_B	P18	NR
A7_P5_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	A7_P5_M45_L001	CD8_B	P18	NR
A8_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	A8_P4_M45_L001	CD8_G	P18	NR
B12_P4_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	B12_P4_M45_L001	CD8_G	P18	NR
B2_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	B2_P3_M45_L001	CD8_G	P18	NR
B4_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	B4_P5_M45_L001	CD8_G	P18	NR
B5_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	B5_P1_M45_L001	CD8_G	P18	NR
B5_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	B5_P3_M45_L001	CD8_G	P18	NR
B9_P4_M45_L001	10	memory_T	Post_P18	Post_P18	B9_P4_M45_L001	CD8_G	P18	NR
C11_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	C11_P5_M45_L001	CD8_G	P18	NR
C12_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	C12_P5_M45_L001	CD8_G	P18	NR
C1_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	C1_P1_M45_L001	CD8_G	P18	NR
C2_P4_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	C2_P4_M45_L001	CD8_B	P18	NR
C9_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	C9_P1_M45_L001	CD8_G	P18	NR
C9_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	C9_P4_M45_L001	CD8_G	P18	NR
D10_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D10_P4_M45_L001	CD8_G	P18	NR
D1_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D1_P5_M45_L001	CD8_B	P18	NR
D2_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D2_P4_M45_L001	CD8_G	P18	NR
D3_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D3_P3_M45_L001	CD8_G	P18	NR
D7_P5_M45_L001	11	Lymphocytes_cell_cycle	Post_P18	Post_P18	D7_P5_M45_L001	CD8_B	P18	NR
D8_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D8_P1_M45_L001	CD8_G	P18	NR
D8_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	D8_P3_M45_L001	CD8_G	P18	NR
E10_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	E10_P4_M45_L001	CD8_B	P18	NR
E2_P5_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	E2_P5_M45_L001	CD8_B	P18	NR
E4_P5_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	E4_P5_M45_L001	CD8_B	P18	NR
E8_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	E8_P5_M45_L001	CD8_G	P18	NR
E9_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	E9_P5_M45_L001	CD8_G	P18	NR
F10_P3_M45_L001	5	Lymphocytes	Post_P18	Post_P18	F10_P3_M45_L001	CD8_G	P18	NR
F12_P1_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	F12_P1_M45_L001	CD8_B	P18	NR
F1_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F1_P1_M45_L001	CD8_G	P18	NR
F1_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F1_P5_M45_L001	CD8_B	P18	NR
F3_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F3_P1_M45_L001	CD8_B	P18	NR
F3_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F3_P3_M45_L001	CD8_G	P18	NR
F3_P5_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	F3_P5_M45_L001	CD8_B	P18	NR
F4_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F4_P5_M45_L001	CD8_G	P18	NR
F6_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F6_P4_M45_L001	CD8_G	P18	NR
F7_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F7_P5_M45_L001	CD8_G	P18	NR
F9_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F9_P3_M45_L001	CD8_G	P18	NR
F9_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F9_P4_M45_L001	CD8_B	P18	NR
F9_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	F9_P5_M45_L001	CD8_G	P18	NR
G11_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	G11_P1_M45_L001	CD8_G	P18	NR
G1_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	G1_P5_M45_L001	CD8_G	P18	NR
G2_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	G2_P1_M45_L001	CD8_G	P18	NR
G2_P3_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	G2_P3_M45_L001	CD8_B	P18	NR
G7_P5_M45_L001	10	memory_T	Post_P18	Post_P18	G7_P5_M45_L001	CD8_G	P18	NR
G9_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	G9_P4_M45_L001	CD8_G	P18	NR
H11_P3_M45_L001	6	Exhausted_CD8T	Post_P18	Post_P18	H11_P3_M45_L001	CD8_B	P18	NR
H11_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H11_P4_M45_L001	CD8_G	P18	NR
H11_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H11_P5_M45_L001	CD8_G	P18	NR
H12_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H12_P1_M45_L001	CD8_G	P18	NR
H12_P5_M45_L001	10	memory_T	Post_P18	Post_P18	H12_P5_M45_L001	CD8_G	P18	NR
H5_P1_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H5_P1_M45_L001	CD8_B	P18	NR
H6_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H6_P4_M45_L001	CD8_B	P18	NR
H7_P4_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H7_P4_M45_L001	CD8_B	P18	NR
H9_P5_M45_L001	8	Cytotoxicity	Post_P18	Post_P18	H9_P5_M45_L001	CD8_G	P18	NR
A10_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	A10_P1_MMD7_L001	CD8_G	P19	R
A10_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	A10_P2_MMD7_L001	CD8_G	P19	R
A12_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	A12_P3_MMD7_L001	CD8_G	P19	R
A5_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	A5_P3_MMD7_L001	CD8_G	P19	R
A8_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	A8_P3_MMD7_L001	CD8_G	P19	R
B10_P4_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	B10_P4_MMD7_L001	CD8_G	P19	R
B11_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B11_P3_MMD7_L001	CD8_G	P19	R
B12_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B12_P1_MMD7_L001	CD8_G	P19	R
B1_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B1_P1_MMD7_L001	CD8_G	P19	R
B1_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B1_P3_MMD7_L001	CD8_G	P19	R
B2_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B2_P1_MMD7_L001	CD8_G	P19	R
B3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B3_P3_MMD7_L001	CD8_G	P19	R
B5_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B5_P1_MMD7_L001	CD8_G	P19	R
B5_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B5_P3_MMD7_L001	CD8_G	P19	R
B6_P1_MMD7_L001	8	Cytotoxicity	Post_P19	Post_P19	B6_P1_MMD7_L001	CD8_G	P19	R
B7_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B7_P3_MMD7_L001	CD8_G	P19	R
B7_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B7_P4_MMD7_L001	CD8_G	P19	R
B8_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	B8_P4_MMD7_L001	CD8_G	P19	R
C10_P2_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	C10_P2_MMD7_L001	CD8_G	P19	R
C10_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C10_P3_MMD7_L001	CD8_G	P19	R
C1_P1_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	C1_P1_MMD7_L001	CD8_G	P19	R
C1_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C1_P2_MMD7_L001	CD8_G	P19	R
C2_P3_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	C2_P3_MMD7_L001	CD8_G	P19	R
C2_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C2_P4_MMD7_L001	CD8_G	P19	R
C3_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C3_P1_MMD7_L001	CD8_G	P19	R
C3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C3_P3_MMD7_L001	CD8_G	P19	R
C3_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C3_P4_MMD7_L001	CD8_G	P19	R
C4_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C4_P3_MMD7_L001	CD8_G	P19	R
C6_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C6_P3_MMD7_L001	CD8_G	P19	R
C7_P3_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	C7_P3_MMD7_L001	CD8_G	P19	R
C9_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	C9_P3_MMD7_L001	CD8_G	P19	R
D10_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D10_P1_MMD7_L001	CD8_G	P19	R
D11_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D11_P2_MMD7_L001	CD8_G	P19	R
D12_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D12_P2_MMD7_L001	CD8_G	P19	R
D1_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D1_P1_MMD7_L001	CD8_G	P19	R
D1_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D1_P2_MMD7_L001	CD8_G	P19	R
D2_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D2_P1_MMD7_L001	CD8_G	P19	R
D2_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D2_P2_MMD7_L001	CD8_G	P19	R
D2_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D2_P3_MMD7_L001	CD8_G	P19	R
D3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D3_P3_MMD7_L001	CD8_G	P19	R
D3_P4_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	D3_P4_MMD7_L001	CD8_G	P19	R
D4_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D4_P2_MMD7_L001	CD8_G	P19	R
D4_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D4_P4_MMD7_L001	CD8_G	P19	R
D5_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D5_P3_MMD7_L001	CD8_G	P19	R
D5_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D5_P4_MMD7_L001	CD8_G	P19	R
D6_P3_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	D6_P3_MMD7_L001	CD8_G	P19	R
D8_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	D8_P2_MMD7_L001	CD8_G	P19	R
D8_P3_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	D8_P3_MMD7_L001	CD8_G	P19	R
E10_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E10_P2_MMD7_L001	CD8_G	P19	R
E11_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E11_P4_MMD7_L001	CD8_G	P19	R
E12_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E12_P2_MMD7_L001	CD8_G	P19	R
E12_P4_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	E12_P4_MMD7_L001	CD8_G	P19	R
E2_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E2_P3_MMD7_L001	CD8_G	P19	R
E2_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E2_P4_MMD7_L001	CD8_G	P19	R
E3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E3_P3_MMD7_L001	CD8_G	P19	R
E4_P1_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	E4_P1_MMD7_L001	CD8_G	P19	R
E5_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E5_P3_MMD7_L001	CD8_G	P19	R
E6_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E6_P4_MMD7_L001	CD8_G	P19	R
E7_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E7_P1_MMD7_L001	CD8_G	P19	R
E9_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	E9_P2_MMD7_L001	CD8_G	P19	R
F10_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F10_P3_MMD7_L001	CD8_G	P19	R
F11_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F11_P4_MMD7_L001	CD8_G	P19	R
F1_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F1_P1_MMD7_L001	CD8_G	P19	R
F2_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F2_P4_MMD7_L001	CD8_G	P19	R
F3_P2_MMD7_L001	11	Lymphocytes_cell_cycle	Post_P19	Post_P19	F3_P2_MMD7_L001	CD8_G	P19	R
F3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F3_P3_MMD7_L001	CD8_G	P19	R
F3_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F3_P4_MMD7_L001	CD8_G	P19	R
F4_P1_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	F4_P1_MMD7_L001	CD8_G	P19	R
F4_P3_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	F4_P3_MMD7_L001	CD8_G	P19	R
F4_P4_MMD7_L001	10	memory_T	Post_P19	Post_P19	F4_P4_MMD7_L001	CD8_G	P19	R
F7_P1_MMD7_L001	10	memory_T	Post_P19	Post_P19	F7_P1_MMD7_L001	CD8_G	P19	R
F9_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	F9_P2_MMD7_L001	CD8_G	P19	R
G11_P1_MMD7_L001	8	Cytotoxicity	Post_P19	Post_P19	G11_P1_MMD7_L001	CD8_G	P19	R
G1_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G1_P3_MMD7_L001	CD8_G	P19	R
G5_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G5_P1_MMD7_L001	CD8_G	P19	R
G6_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G6_P2_MMD7_L001	CD8_G	P19	R
G7_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G7_P1_MMD7_L001	CD8_G	P19	R
G7_P2_MMD7_L001	8	Cytotoxicity	Post_P19	Post_P19	G7_P2_MMD7_L001	CD8_G	P19	R
G8_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G8_P3_MMD7_L001	CD8_G	P19	R
G8_P4_MMD7_L001	11	Lymphocytes_cell_cycle	Post_P19	Post_P19	G8_P4_MMD7_L001	CD8_B	P19	R
G9_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	G9_P1_MMD7_L001	CD8_G	P19	R
H10_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H10_P1_MMD7_L001	CD8_G	P19	R
H10_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H10_P3_MMD7_L001	CD8_G	P19	R
H11_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H11_P3_MMD7_L001	CD8_G	P19	R
H12_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H12_P1_MMD7_L001	CD8_G	P19	R
H1_P2_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H1_P2_MMD7_L001	CD8_G	P19	R
H3_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H3_P1_MMD7_L001	CD8_G	P19	R
H3_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H3_P3_MMD7_L001	CD8_G	P19	R
H4_P4_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H4_P4_MMD7_L001	CD8_G	P19	R
H5_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H5_P3_MMD7_L001	CD8_G	P19	R
H6_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H6_P1_MMD7_L001	CD8_G	P19	R
H6_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H6_P3_MMD7_L001	CD8_G	P19	R
H7_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H7_P3_MMD7_L001	CD8_G	P19	R
H7_P4_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	H7_P4_MMD7_L001	CD8_G	P19	R
H8_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H8_P3_MMD7_L001	CD8_G	P19	R
H8_P4_MMD7_L001	9	Exhausted_HS_CD8T	Post_P19	Post_P19	H8_P4_MMD7_L001	CD8_G	P19	R
H9_P1_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H9_P1_MMD7_L001	CD8_G	P19	R
H9_P3_MMD7_L001	5	Lymphocytes	Post_P19	Post_P19	H9_P3_MMD7_L001	CD8_G	P19	R
A10_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A10_P1_M53_L001	CD8_B	P20	NR
A10_P2_M53_L001	10	memory_T	Pre_P20	Pre_P20	A10_P2_M53_L001	CD8_G	P20	NR
A11_P1_M53_L001	10	memory_T	Pre_P20	Pre_P20	A11_P1_M53_L001	CD8_G	P20	NR
A11_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A11_P2_M53_L001	CD8_B	P20	NR
A12_P1_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	A12_P1_M53_L001	CD8_G	P20	NR
A12_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A12_P3_M53_L001	CD8_B	P20	NR
A12_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A12_P4_M53_L001	CD8_B	P20	NR
A2_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A2_P2_M53_L001	CD8_B	P20	NR
A2_P3_M53_L001	9	Exhausted_HS_CD8T	Pre_P20	Pre_P20	A2_P3_M53_L001	CD8_B	P20	NR
A3_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A3_P1_M53_L001	CD8_B	P20	NR
A3_P4_M53_L001	10	memory_T	Pre_P20	Pre_P20	A3_P4_M53_L001	CD8_G	P20	NR
A5_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A5_P1_M53_L001	CD8_B	P20	NR
A5_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A5_P4_M53_L001	CD8_B	P20	NR
A6_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A6_P1_M53_L001	CD8_B	P20	NR
A7_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A7_P3_M53_L001	CD8_B	P20	NR
A7_P4_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	A7_P4_M53_L001	CD8_B	P20	NR
A8_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A8_P4_M53_L001	CD8_B	P20	NR
A9_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A9_P1_M53_L001	CD8_B	P20	NR
A9_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	A9_P4_M53_L001	CD8_B	P20	NR
B10_P1_M53_L001	10	memory_T	Pre_P20	Pre_P20	B10_P1_M53_L001	CD8_G	P20	NR
B10_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B10_P3_M53_L001	CD8_B	P20	NR
B11_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B11_P3_M53_L001	CD8_B	P20	NR
B12_P1_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	B12_P1_M53_L001	CD8_G	P20	NR
B12_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B12_P2_M53_L001	CD8_B	P20	NR
B12_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B12_P3_M53_L001	CD8_B	P20	NR
B1_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B1_P2_M53_L001	CD8_B	P20	NR
B1_P4_M53_L001	10	memory_T	Pre_P20	Pre_P20	B1_P4_M53_L001	CD8_G	P20	NR
B4_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B4_P1_M53_L001	CD8_B	P20	NR
B5_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B5_P3_M53_L001	CD8_B	P20	NR
B6_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B6_P3_M53_L001	CD8_B	P20	NR
B6_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B6_P4_M53_L001	CD8_B	P20	NR
B7_P1_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	B7_P1_M53_L001	CD8_B	P20	NR
B7_P2_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	B7_P2_M53_L001	CD8_B	P20	NR
B7_P3_M53_L001	10	memory_T	Pre_P20	Pre_P20	B7_P3_M53_L001	CD8_G	P20	NR
B7_P4_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	B7_P4_M53_L001	CD8_G	P20	NR
B8_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	B8_P1_M53_L001	CD8_B	P20	NR
B9_P4_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	B9_P4_M53_L001	CD8_B	P20	NR
C10_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C10_P4_M53_L001	CD8_B	P20	NR
C11_P1_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	C11_P1_M53_L001	CD8_G	P20	NR
C11_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C11_P3_M53_L001	CD8_B	P20	NR
C12_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C12_P2_M53_L001	CD8_B	P20	NR
C12_P4_M53_L001	10	memory_T	Pre_P20	Pre_P20	C12_P4_M53_L001	CD8_G	P20	NR
C1_P1_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	C1_P1_M53_L001	CD8_B	P20	NR
C2_P3_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	C2_P3_M53_L001	CD8_B	P20	NR
C4_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C4_P1_M53_L001	CD8_B	P20	NR
C4_P2_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	C4_P2_M53_L001	CD8_G	P20	NR
C4_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C4_P4_M53_L001	CD8_B	P20	NR
C5_P4_M53_L001	9	Exhausted_HS_CD8T	Pre_P20	Pre_P20	C5_P4_M53_L001	CD8_B	P20	NR
C6_P1_M53_L001	10	memory_T	Pre_P20	Pre_P20	C6_P1_M53_L001	CD8_G	P20	NR
C6_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C6_P2_M53_L001	CD8_B	P20	NR
C6_P3_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	C6_P3_M53_L001	CD8_B	P20	NR
C7_P2_M53_L001	2	Plasma_cells	Pre_P20	Pre_P20	C7_P2_M53_L001	CD8_B	P20	NR
C7_P4_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	C7_P4_M53_L001	CD8_G	P20	NR
C8_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C8_P2_M53_L001	CD8_B	P20	NR
C8_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C8_P3_M53_L001	CD8_B	P20	NR
C9_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C9_P1_M53_L001	CD8_B	P20	NR
C9_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	C9_P2_M53_L001	CD8_B	P20	NR
D10_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	D10_P2_M53_L001	CD8_B	P20	NR
D11_P2_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	D11_P2_M53_L001	CD8_B	P20	NR
D12_P2_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	D12_P2_M53_L001	CD8_B	P20	NR
D12_P4_M53_L001	10	memory_T	Pre_P20	Pre_P20	D12_P4_M53_L001	CD8_G	P20	NR
D1_P1_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	D1_P1_M53_L001	CD8_B	P20	NR
D1_P2_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	D1_P2_M53_L001	CD8_B	P20	NR
D1_P3_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	D1_P3_M53_L001	CD8_B	P20	NR
D1_P4_M53_L001	6	Exhausted_CD8T	Pre_P20	Pre_P20	D1_P4_M53_L001	CD8_B	P20	NR
D3_P1_M53_L001	8	Cytotoxicity	Pre_P20	Pre_P20	D3_P1_M53_L001	CD8_B	P20	NR
D3_P3_M53_L001	11	Lymphocytes_cell_cycle	Pre_P20	Pre_P20	D3_P3_M53_L001	CD8_B	P20	NR
